"V 8k"|"V 8k"|"V 8k"|"V 8k"|"V 8k"|"V 8k"|"V 8k"|"V 8k"|"V 8k"|"V 8k"|"V 8k"|"V 8k"|"V 8k"|"V 8k"|"V 8k"|"V 8k"|"V 8k"|"V 8k"|"V 8k"
pgc|l|b|sgL|sgB|absB|Diam|BAratio|PA|T|V_GSR|Dist|sgX|sgY|sgZ|objname|GrpID|Filament|al1950|de1950
%7s|%9.4f|%9.4f|%9.4f|%9.4f|%7.2f|%6.2f|%5.2f|%5d|%3d|%7d|%7d|%7d|%7d|%7d|%14s|%5d|%5s|%9.4f|%9.4f
---|deg|deg|deg|deg|mag|kpc||deg||km/s|km/s|km/s|km/s|km/s||||h|deg
"The Catalogue of Principal Galaxies (PGC) Number"|"Galactic longitude"|"Galactic latitude"|"Supergalactic longitude"|"Supergalactic latitude"|"Absolute magnitude at distance in km/s / 100"|"Intrinsic diameter in kpc at distance in km/s / 100"|"Ratio minor to major axis diameters"|"Position angle on sky N through E"|"Morphological type; see RC3"|"Velocity in Galactic standard of rest; see RC3"|"Distance in km/s; flow model within 3000 km/s"|"SGX component of distance"|"SGY component of distance"|"SGZ component of distance"|"Common name"|"Internal group identifier"|"Internal filament identifier"|"Right Ascension (B1950)"|"Declination (B1950)"
2793239|323.6392|-6.8588|187.5402|5.4291|-20.41|34.27|0.44|24|1|7951|7951|-7847|-1038|752|WKK5739|-1|109.0|15.9781|-61.6239
2793241|324.9180|-5.4481|186.2892|6.8642|-18.66|5.52|0.50||2|5247|4874|-4810|-530|582|WKK5749|-1|110.0|15.9821|-59.7250
2793242|324.7674|-5.6971|186.5195|6.6848|-19.81|8.01|0.93||-5|4901|4840|-4777|-545|564|WKK5764|-1|110.0|15.9889|-60.0111
2793243|325.4584|-4.9677|185.8753|7.4573|-20.12|12.64|0.34||2|4653|4815|-4749|-488|625|WKK5774|-1|110.0|15.9938|-59.0092
2793244|324.8046|-5.7502|186.5772|6.7151|-18.38|5.79|0.32||5|5506|4900|-4834|-557|573|WKK5779|-1|110.0|15.9973|-60.0267
2793246|324.5684|-6.0785|186.8760|6.4414|-19.72|10.06|0.62||-2|5299|4880|-4814|-580|547|WKK5798|-1|110.0|16.0028|-60.4283
2793247|324.9969|-5.6774|186.5281|6.9139|-19.73|11.11|0.50||2|5007|4850|-4785|-547|584|WKK5812|-1|110.0|16.0100|-59.8456
2793249|325.2807|-5.5272|186.4131|7.2128|-18.75|5.87|0.65||-2|5290|4879|-4810|-540|612|WKK5836|-1|110.0|16.0248|-59.5458
2793250|324.9778|-5.8804|186.7287|6.8700|-19.89|12.24|0.30||4|5051|4855|-4787|-564|581|WKK5840|-1|110.0|16.0260|-60.0100
2793251|324.1656|-6.8190|187.5652|5.9527|-18.58|6.60|0.58||2|3589|3589|-3538|-470|372|WKK5846|-1|101.0|16.0291|-61.2478
2793252|324.3086|-6.6892|187.4534|6.1096|-20.10|12.75|0.68||1|5259|4876|-4807|-629|519|WKK5855|-1|110.0|16.0317|-61.0564
2793253|324.2006|-6.8385|187.5891|5.9847|-17.39|5.17|0.35||0|3470|3470|-3421|-456|362|WKK5864|-1|101.0|16.0344|-61.2392
2793254|324.1770|-6.8809|187.6284|5.9562|-19.13|9.16|0.74||-2|3202|3202|-3156|-423|332|WKK5868|-1|101.0|16.0359|-61.2864
2793255|324.0713|-7.0289|187.7630|5.8337|-20.60|37.69|0.50||5|7709|7709|-7599|-1036|784|WKK5879|-1|109.0|16.0388|-61.4667
2793256|324.7012|-6.4442|187.2576|6.5271|-19.71|10.38|0.74||3|4935|4843|-4774|-607|551|WKK5899|-1|110.0|16.0491|-60.6136
2793258|325.3354|-5.8182|186.7110|7.2307|-20.37|13.15|0.44||5|4948|4844|-4773|-561|610|WKK5912|-1|110.0|16.0557|-59.7264
2793259|324.7934|-6.4236|187.2485|6.6205|-20.07|12.73|0.66||0|4447|4794|-4724|-601|553|WKK5913|-1|110.0|16.0564|-60.5369
2793260|325.4781|-5.7004|186.6110|7.3862|-18.31|6.84|0.44||-5|4186|4768|-4698|-544|613|WKK5919|-1|110.0|16.0592|-59.5439
2793261|324.9133|-6.3291|187.1690|6.7505|-19.63|8.76|1.00||-2|4618|4812|-4741|-596|566|WKK5920|-1|110.0|16.0598|-60.3869
2793262|325.0260|-6.3755|187.2295|6.8559|-18.94|7.95|0.69||5|4615|4811|-4739|-600|574|WKK5951|-1|110.0|16.0752|-60.3461
2793263|324.9505|-6.5022|187.3466|6.7656|-19.02|8.11|0.44||2|4962|4846|-4773|-615|571|WKK5961|-1|110.0|16.0792|-60.4903
2793264|324.7062|-6.7727|187.5863|6.4911|-18.09|6.15|0.43||1|4788|4828|-4756|-633|546|WKK5964|-1|110.0|16.0796|-60.8536
2793265|325.5105|-5.8956|186.8104|7.3938|-19.83|13.93|0.48||0|5131|4863|-4788|-571|626|WKK5963|-1|110.0|16.0796|-59.6669
2793266|325.0326|-6.4530|187.3078|6.8527|-19.98|12.54|0.66||-5|5437|4893|-4820|-617|584|WKK5972|-1|110.0|16.0829|-60.3989
2793267|324.9369|-6.5666|187.4093|6.7441|-18.35|8.79|0.25||-5|5572|4907|-4832|-628|576|WKK5975|-1|110.0|16.0837|-60.5469
2793268|325.1155|-6.4274|187.2925|6.9376|-19.24|7.71|0.93||-5|4717|4821|-4747|-607|583|WKK5987|-1|110.0|16.0888|-60.3244
2793270|325.2707|-6.3156|187.2003|7.1047|-19.04|9.39|0.29||1|5105|4860|-4785|-605|601|WKK5996|-1|110.0|16.0939|-60.1378
2793271|324.9563|-6.6849|187.5299|6.7485|-20.26|15.79|0.29||5|5518|4902|-4826|-638|576|WKK6006|-1|110.0|16.0965|-60.6211
2793272|324.6104|-7.0687|187.8698|6.3595|-18.46|6.66|0.69||-2|4225|4772|-4699|-649|529|WKK6012|-1|110.0|16.0975|-61.1361
2793273|324.8296|-6.8511|187.6800|6.6028|-19.58|14.26|0.41||-2|5489|4899|-4822|-650|563|WKK6019|-1|110.0|16.0993|-60.8286
2793274|324.5338|-7.1955|187.9868|6.2683|-18.90|7.34|0.50||5|4490|4799|-4724|-663|524|WKK6026|-1|110.0|16.1017|-61.2808
2793275|325.1748|-6.5384|187.4110|6.9821|-18.47|9.97|0.29||0|5422|4892|-4815|-626|595|WKK6030|-1|110.0|16.1047|-60.3664
2793276|325.3646|-6.3995|187.2960|7.1867|-18.48|6.59|0.68||0|4805|4830|-4753|-608|604|WKK6045|-1|110.0|16.1107|-60.1364
2793279|324.6046|-7.3231|188.1230|6.3219|-18.10|8.97|0.24||0|4042|4754|-4677|-667|523|WKK6076|-1|110.0|16.1209|-61.3267
2793280|325.6206|-6.2713|187.2001|7.4553|-18.09|5.27|0.54||2|4514|4801|-4723|-597|623|WKK6086|-1|110.0|16.1240|-59.8694
2793282|325.1963|-6.7445|187.6196|6.9774|-19.59|12.65|0.83|92|3|4563|4806|-4728|-632|584|||110.0|16.1257|-60.5031
2793283|324.6999|-7.3395|188.1513|6.4136|-18.61|7.25|0.47|71|3|4599|4810|-4731|-678|538|WKK6118|-1|110.0|16.1320|-61.2742
2793284|324.9520|-7.0789|187.9230|6.6946|-18.49|6.76|0.50||5|5382|4888|-4809|-669|569|WKK6120|-1|110.0|16.1327|-60.9131
2793287|325.0107|-7.0350|187.8865|6.7580|-17.97|6.39|0.47|138|-1|4658|4816|-4737|-655|567|WKK6131|-1|110.0|16.1344|-60.8411
2793288|326.2345|-5.8081|186.8141|8.1194|-20.37|14.82|0.69|143|-3|5579|4908|-4825|-576|693|WKK6146|-1|110.0|16.1412|-59.1144
2793289|325.9428|-6.1529|187.1223|7.7880|-18.19|5.32|0.48||2|5691|4919|-4836|-604|666|WKK6156|-1|110.0|16.1443|-59.5644
2793290|324.7579|-7.4262|188.2452|6.4597|-18.63|10.84|0.46|90|-1|5155|4865|-4784|-693|547|WKK6161|-1|110.0|16.1461|-61.2981
2793291|325.8009|-6.3382|187.2899|7.6246|-18.83|8.37|0.50||-1|5119|4862|-4780|-612|645|WKK6168|-1|110.0|16.1474|-59.7961
2793292|324.5228|-7.7429|188.5316|6.1885|-19.61|13.71|0.32||5|6018|6018|-5917|-887|649|WKK6178|-1|109.0|16.1527|-61.6883
2793293|325.0851|-7.1564|188.0172|6.8159|-18.96|7.74|0.87||-3|4494|4799|-4718|-664|569|WKK6180|-1|110.0|16.1531|-60.8792
2793294|325.2141|-7.0255|187.9027|6.9594|-19.07|8.35|0.79|39|-5|5720|4922|-4839|-671|596|WKK6183|-1|110.0|16.1536|-60.6961
2793295|325.1008|-7.1612|188.0240|6.8307|-18.08|5.69|0.63||-2|4329|4783|-4702|-663|569|WKK6190|-1|110.0|16.1551|-60.8719
2793296|325.1930|-7.0901|187.9646|6.9304|-18.38|6.99|0.62||5|4693|4819|-4738|-662|581|WKK6196|-1|110.0|16.1576|-60.7575
2793297|324.6797|-7.6383|188.4470|6.3560|-17.98|4.79|0.78||-3|4560|4806|-4725|-702|532|WKK6198|-1|110.0|16.1585|-61.5056
2793298|325.2139|-7.0865|187.9636|6.9515|-18.56|12.12|0.27|117|-1|2882|4638|-4560|-637|562|WKK6201|-1|110.0|16.1593|-60.7406
2793299|325.2629|-7.0353|187.9187|7.0062|-18.08|6.45|0.44||5|3396|3396|-3339|-464|414|WKK6202|-1|101.0|16.1593|-60.6700
2793300|325.1173|-7.1938|188.0586|6.8428|-19.30|9.17|0.83|55|-3|4553|4805|-4724|-668|572|WKK6204|-1|110.0|16.1598|-60.8844
2793302|325.4877|-6.8307|187.7428|7.2535|-19.12|8.35|0.72|126|-5|5717|4921|-4838|-658|622|WKK6221|-1|110.0|16.1623|-60.3681
2793303|325.3505|-6.9822|187.8768|7.0992|-19.08|11.50|0.28|144|1|5547|4904|-4820|-667|606|WKK6228|-1|110.0|16.1629|-60.5717
2793304|325.2505|-7.0979|187.9796|6.9861|-17.85|3.78|0.87||-5|5175|4867|-4784|-671|592|WKK6229|-1|110.0|16.1639|-60.7239
2793305|325.2336|-7.1375|188.0171|6.9644|-17.22|3.17|0.85||-5|4930|4843|-4760|-670|587|WKK6233|-1|110.0|16.1660|-60.7642
2793306|325.0627|-7.3261|188.1838|6.7722|-18.35|5.99|0.76||-5|3942|4744|-4662|-670|560|WKK6235|-1|110.0|16.1669|-61.0178
2793307|324.8819|-7.5210|188.3556|6.5697|-17.82|7.72|0.37|169|-1|3480|3480|-3421|-502|398|WKK6238|-1|101.0|16.1675|-61.2825
2793308|325.1252|-7.2704|188.1362|6.8408|-19.20|10.13|0.55|40|4|4080|4758|-4676|-668|567|WKK6239|-1|110.0|16.1678|-60.9347
2793309|325.2479|-7.1589|188.0403|6.9757|-18.05|7.18|0.43|121|-3|5229|4873|-4790|-677|592|WKK6242|-1|110.0|16.1694|-60.7700
2793310|325.1751|-7.2765|188.1486|6.8891|-19.42|10.75|0.45|36|1|6133|6133|-6027|-863|736|WKK6250|-1|109.0|16.1733|-60.9050
2793311|325.2479|-7.2014|188.0828|6.9703|-19.16|9.69|0.50|110|5|5533|4903|-4819|-684|595|WKK6251|-1|110.0|16.1734|-60.8008
2793312|324.8911|-7.5910|188.4266|6.5699|-18.58|7.77|0.85||-1|5114|4861|-4777|-707|556|WKK6258|-1|110.0|16.1751|-61.3269
2793314|324.6143|-7.9517|188.7516|6.2519|-19.14|9.60|0.76||5|4326|4782|-4698|-723|521|WKK6285|-1|110.0|16.1822|-61.7772
2793315|324.1770|-8.4222|189.1656|5.7629|-18.34|7.63|0.71||3|4669|4817|-4731|-763|484|WKK6290|-1|110.0|16.1841|-62.4164
2793316|325.2060|-7.3602|188.2362|6.9089|-17.43|4.91|0.52||0|4422|4792|-4708|-682|577|WKK6294|-1|110.0|16.1843|-60.9444
2793317|325.2715|-7.2993|188.1837|6.9811|-18.24|5.72|0.79||2|4898|4840|-4756|-684|588|WKK6297|-1|110.0|16.1850|-60.8556
2793318|324.4986|-8.1008|188.8857|6.1193|-18.76|11.10|0.24|42|0|5003|4850|-4765|-745|517|WKK6298|-1|110.0|16.1851|-61.9642
2793320|325.4850|-7.1137|188.0254|7.2148|-18.77|6.35|0.87||5|6045|6045|-5938|-837|759|WKK6309|-1|109.0|16.1884|-60.5750
2793321|325.3408|-7.2859|188.1791|7.0509|-16.66|2.52|0.93||-5|3195|3195|-3138|-451|392|WKK6313|-1|101.0|16.1905|-60.7983
2793322|325.6545|-7.0187|187.9520|7.3938|-15.37|1.60|0.66||-2|2354|2189|-2150|-300|282|WKK6329|-1|61.0|16.1959|-60.3900
2793323|325.3641|-7.3551|188.2512|7.0651|-17.92|6.04|0.58||-2|4704|4820|-4734|-687|593|WKK6342|-1|110.0|16.1993|-60.8322
2793324|325.3273|-7.4445|188.3359|7.0175|-19.52|10.75|0.76||-5|6134|6134|-6023|-882|749|WKK6360|-1|109.0|16.2042|-60.9219
2793325|324.7014|-8.1045|188.9151|6.3180|-18.18|7.76|0.21||4|3744|4724|-4638|-727|520|WKK6366|-1|110.0|16.2059|-61.8275
2793326|325.4832|-7.3548|188.2661|7.1823|-18.82|8.68|0.56||0|5307|4880|-4792|-696|611|WKK6383|-1|110.0|16.2109|-60.7500
2793328|325.3192|-7.6761|188.5662|6.9797|-17.57|5.14|0.56||0|3911|4741|-4652|-701|576|WKK6429|-1|110.0|16.2256|-61.0939
2793329|325.5308|-7.4709|188.3883|7.2142|-17.99|5.81|0.63||-2|3370|3370|-3308|-488|423|WKK6431|-1|101.0|16.2266|-60.8006
2793330|326.7099|-6.2902|187.3582|8.5268|-17.62|4.24|0.76||0|4403|4790|-4699|-606|710|WKK6441|-1|110.0|16.2289|-59.1381
2793331|325.3661|-7.6924|188.5885|7.0238|-18.22|8.26|0.31||1|4351|4785|-4696|-709|585|WKK6451|-1|110.0|16.2318|-61.0731
2793332|326.0421|-7.0882|188.0714|7.7664|-17.61|4.45|0.65||-5|5439|4894|-4801|-680|661|WKK6473|-1|110.0|16.2396|-60.1725
2793333|325.5784|-7.6164|188.5399|7.2422|-18.10|7.39|0.27||1|5060|4856|-4764|-715|612|WKK6493|-1|110.0|16.2451|-60.8717
2793334|326.5953|-6.6524|187.7065|8.3672|-17.32|3.77|0.48||-5|4034|4753|-4660|-630|692|WKK6512|-1|110.0|16.2512|-59.4769
2793335|324.4967|-8.8794|189.6620|6.0180|-18.07|6.87|0.44||5|4708|4820|-4726|-805|506|WKK6545|-1|110.0|16.2628|-62.5225
2793336|325.6328|-7.7460|188.6764|7.2790|-18.79|9.44|0.52||0|4256|4775|-4682|-715|605|WKK6546|-1|110.0|16.2628|-60.9261
2793337|325.7677|-7.6277|188.5757|7.4269|-18.04|5.83|0.63||2|4437|4793|-4700|-709|620|WKK6554|-1|110.0|16.2645|-60.7481
2793338|325.6658|-7.7314|188.6661|7.3132|-18.05|6.59|0.60||-2|4804|4830|-4736|-722|614|WKK6555|-1|110.0|16.2646|-60.8928
2793340|325.8843|-7.5733|188.5363|7.5485|-17.80|5.92|0.44||-5|5336|4883|-4788|-718|642|WKK6575|-1|110.0|16.2704|-60.6281
2793341|325.9241|-7.5600|188.5282|7.5893|-18.37|7.68|0.58||-2|5595|4909|-4812|-721|648|WKK6580|-1|110.0|16.2730|-60.5908
2793342|325.6651|-7.8375|188.7721|7.2988|-19.86|13.91|0.72||-2|6266|6266|-6142|-947|796|WKK6586|-1|109.0|16.2748|-60.9686
2793344|326.0013|-7.5405|188.5187|7.6678|-17.14|5.57|0.35||0|3738|4724|-4630|-694|631|WKK6598|-1|110.0|16.2785|-60.5231
2793345|325.7662|-7.7926|188.7403|7.4040|-18.15|6.26|0.65||0|3575|3575|-3504|-539|461|WKK6602|-1|101.0|16.2802|-60.8661
2793346|325.9241|-7.6634|188.6316|7.5759|-20.61|37.88|0.68||0|5060|4856|-4759|-722|640|WKK6610|-1|110.0|16.2829|-60.6642
2793347|325.4811|-8.1144|189.0250|7.0823|-16.92|3.11|0.93||-2|3943|4744|-4650|-739|585|WKK6615|-1|110.0|16.2840|-61.2933
2793348|325.6447|-7.9554|188.8873|7.2635|-17.51|5.91|0.40||-2|6133|6133|-6011|-940|775|WKK6620|-1|109.0|16.2843|-61.0664
2793350|325.5957|-8.1529|189.0784|7.1897|-19.92|17.42|0.23||3|2939|4644|-4549|-726|582|WKK6663|-1|110.0|16.2989|-61.2403
2793351|325.4260|-8.3256|189.2288|7.0007|-18.35|6.80|0.89||0|5172|4867|-4768|-774|593|WKK6666|-1|110.0|16.2994|-61.4811
2793352|325.8477|-7.9500|188.9083|7.4635|-18.38|5.75|0.91||-5|4475|4797|-4700|-736|623|WKK6679|-1|110.0|16.3033|-60.9203
2793353|326.9925|-6.9036|188.0101|8.7257|-19.15|11.05|0.56||0|5822|4932|-4828|-679|748|WKK6701|-1|110.0|16.3111|-59.3775
2793355|326.2721|-7.7030|188.7167|7.9126|-17.72|5.21|0.55||-5|5403|4890|-4788|-734|673|WKK6724|-1|110.0|16.3197|-60.4478
2793357|325.7351|-8.3060|189.2495|7.3065|-18.33|8.14|0.49||2|5463|4896|-4793|-781|623|WKK6746|-1|110.0|16.3274|-61.2497
2793359|325.9481|-8.1348|189.1062|7.5379|-19.71|14.25|0.56||0|6177|6177|-6046|-969|810|WKK6754|-1|109.0|16.3309|-60.9794
2793360|326.5134|-7.5871|188.6322|8.1649|-20.64|38.45|0.49||5|6206|6206|-6073|-922|881|WKK6755|-1|109.0|16.3312|-60.1961
2793361|325.8923|-8.2575|189.2216|7.4671|-19.43|11.55|0.72||-2|5069|4857|-4753|-771|631|WKK6765|-1|110.0|16.3377|-61.1047
2793363|325.3093|-8.8595|189.7469|6.8167|-16.18|2.75|0.54||-5|3770|4727|-4625|-794|560|WKK6772|-1|110.0|16.3416|-61.9378
2793364|329.4282|-4.8560|186.2694|11.3950|-17.68|4.41|0.59||2|2554|2324|-2264|-248|459|WKK6774|-1|61.0|16.3429|-56.2156
2793365|326.0520|-8.1637|189.1487|7.6361|-17.49|4.40|0.66||3|3016|3016|-2951|-475|401|WKK6778|-1|101.0|16.3436|-60.9261
2793366|325.9065|-8.3108|189.2767|7.4740|-18.98|11.01|0.26||3|5312|4881|-4776|-780|635|WKK6779|-1|110.0|16.3443|-61.1319
2793369|326.4631|-7.9415|188.9804|8.0689|-18.13|6.98|0.46||-5|5436|4893|-4786|-756|687|WKK6821|-1|110.0|16.3606|-60.4794
2793371|329.2921|-5.4496|186.8514|11.1830|-20.18|13.39|0.50||2|7279|7279|-7090|-851|1412|WKK6869|-1||16.3826|-56.7281
2793372|326.9540|-7.6994|188.8030|8.5829|-18.31|5.17|0.95||-5|5369|4887|-4776|-739|729|WKK6870|-1|110.0|16.3827|-59.9617
2793373|329.2978|-5.4466|186.8492|11.1890|-19.69|11.06|0.35||2|7016|7016|-6834|-820|1361|WKK6871|-1||16.3828|-56.7219
2793374|326.2850|-8.3527|189.3685|7.8397|-18.95|9.15|0.52||1|4975|4847|-4738|-781|662|WKK6874|-1|110.0|16.3843|-60.8919
2793376|327.6146|-7.2376|188.4279|9.2935|-18.41|6.70|0.89||0|5099|4860|-4744|-702|784|WKK6902|-1|110.0|16.3986|-59.1694
2793377|327.8420|-7.0833|188.3034|9.5378|-18.84|9.60|0.45||0|5221|5221|-5095|-743|865|WKK6912|-1|109.0|16.4044|-58.8997
2793378|325.7970|-9.0201|189.9713|7.2731|-19.19|12.82|0.38||1|4479|4798|-4687|-824|607|WKK6915|-1|110.0|16.4051|-61.7017
2793379|325.7796|-9.0823|190.0311|7.2478|-18.96|12.10|0.29||3|5835|5835|-5700|-1008|736|WKK6934|-1|109.0|16.4097|-61.7569
2793380|329.0872|-5.9826|187.3623|10.9105|-18.01|4.02|0.81||-5|5100|5100|-4967|-641|965|WKK6942|-1|109.0|16.4122|-57.2450
2793381|326.1065|-8.8060|189.7982|7.6045|-19.30|11.10|0.74||-2|4474|4797|-4686|-810|635|WKK6943|-1|110.0|16.4127|-61.3325
2793382|330.4320|-4.8161|186.3626|12.3919|-18.65|5.86|0.65||-2|4559|4559|-4426|-493|978|WKK6961|-1|100.0|16.4224|-55.4714
2793383|326.1871|-8.9136|189.9165|7.6691|-18.08|7.29|0.49||0|4893|4839|-4724|-826|646|WKK6988|-1|110.0|16.4312|-61.3483
2793384|330.2184|-5.3781|186.9038|12.1065|-20.40|34.10|0.45||3|5844|5844|-5673|-687|1226|WKK7055|-1|109.0|16.4533|-56.0131
2793386|328.7801|-6.7462|188.0909|10.5058|-20.67|39.13|0.79||-2|5139|5139|-5003|-711|937|WKK7062|-1|109.0|16.4549|-57.9922
2793387|327.8651|-7.7304|188.9567|9.4735|-18.17|5.61|0.56||5|4267|4267|-4158|-655|702|WKK7079|-1|100.0|16.4676|-59.3275
2793389|329.0728|-6.6977|188.0819|10.8004|-20.53|36.48|0.76||-2|5008|5008|-4871|-691|938|WKK7093|-1|109.0|16.4754|-57.7469
2793390|328.8365|-6.9602|188.3142|10.5323|-19.86|11.82|0.27||4|5126|5126|-4986|-728|937|WKK7098|-1|109.0|16.4794|-58.0975
2793391|326.2161|-9.3863|190.3931|7.6342|-19.38|7.95|0.54||0|5446|5446|-5309|-973|723|WKK7105|-1|109.0|16.4823|-61.6489
2793392|329.3973|-6.5940|188.0218|11.1338|-19.35|7.22|0.68||1|5258|5258|-5108|-720|1015|WKK7122|-1|109.0|16.4933|-57.4403
2793394|328.6961|-7.3442|188.6818|10.3422|-18.77|7.84|0.66||0|5368|5368|-5220|-797|964|WKK7140|-1|109.0|16.5032|-58.4606
2793395|326.6375|-9.3105|190.3740|8.0563|-19.43|12.93|0.26||1|5208|4870|-4744|-868|683|WKK7157|-1|110.0|16.5136|-61.2906
2793396|327.0783|-9.3793|190.5030|8.4778|-19.98|17.35|0.35||1|5306|5306|-5160|-956|782|WKK7223|-1|109.0|16.5608|-61.0128
2793397|327.7791|-9.0646|190.2841|9.2064|-19.15|7.24|0.85||-5|5638|5638|-5476|-993|902|WKK7261|-1|109.0|16.5911|-60.2861
2793398|328.2692|-8.7912|190.0780|9.7239|-17.34|4.94|0.41||-2|4699|4699|-4560|-810|794|WKK7284|-1|100.0|16.6063|-59.7419
2793399|326.9002|-9.9947|191.0945|8.2191|-19.51|10.69|0.52||4|4818|4818|-4680|-917|689|WKK7290|-1|100.0|16.6089|-61.5508
2793401|332.1637|-5.5708|187.3696|13.9988|-20.90|43.89|0.68||-5|5010|5010|-4821|-623|1212|WKK7306|-1|100.0|16.6232|-54.7142
2793405|328.5850|-9.2911|190.6249|9.9623|-19.70|12.80|0.65||3|5282|5282|-5113|-959|914|WKK7401|-1|109.0|16.6834|-59.8319
2793426|280.6463|-33.1337|216.0278|-33.9075|-18.99|16.88|0.00|||5527|5527|-3710|-2698|-3083|||117.0|5.3481|-69.9058
2793484|309.3947|33.1145|146.1762|-3.1738|-17.70|6.25|0.37|31|-2|3719|3719|-3085|2067|-206|||221.0|13.2256|-29.1814
2793489|309.6804|29.4770|149.8105|-3.5322|-20.13|29.83|0.00||-5|8639|8639|-7453|4336|-532|||201.0|13.2778|-32.7647
2793526|323.3753|32.6112|147.8777|8.4484|-20.05|28.42|0.00||-5|5963|6583|-5515|3463|967|||230.0|14.0971|-26.9389
2793527|323.2809|32.8491|147.6343|8.3778|-19.17|18.40|0.00||-5|6305|6617|-5530|3505|964|||230.0|14.0854|-26.7431
2793528|323.3625|33.0140|147.4704|8.4523|-19.12|18.01|0.00||-2|6791|6666|-5559|3546|980|||230.0|14.0859|-26.5647
2793530|323.1106|32.8686|147.6092|8.2356|-19.75|24.34|0.00||-5|5792|6566|-5487|3481|941|||230.0|14.0749|-26.7739
2793637|77.4358|75.4230|82.3435|18.8463|-15.92|3.63|0.00|||5932|5932|748|5564|1916|||512.0|13.6836|37.0006
2793644|45.1698|67.3854|90.9664|28.9162|-16.13|4.05|0.00|||6530|6530|-96|5715|3157|||206.0|14.5277|29.7875
2793665|197.5646|11.1790|30.4276|-55.5621|-18.52|13.30|0.83|||7590|7590|3701|2174|-6260||-1|435.0|7.0264|18.7253
2793698|314.1400|30.8847|148.9669|0.4839|-18.32|13.68|0.62|142||4176|4176|-3578|2153|35|||221.0|13.5583|-30.7533
2799268|5.7158|48.9454|122.1143|34.8027|-17.51|8.06|0.00|||11445|11445|-4996|7960|6532|||565.0|15.2062|4.5733
2800399|307.7650|4.9867|173.9160|-8.9542|-19.49|21.66||||2726|2644|-2598|277|-411||-1|23.5|13.4039|-57.2878
2800400|308.4190|4.3459|174.6411|-8.3869|-18.20|11.39||||1305|1383|-1362|128|-201||-1|16.0|13.4957|-57.8258
2800401|308.9010|3.8298|175.2178|-7.9726|-20.76|40.82||||3951|3951|-3899|326|-548||-1|102.0|13.5662|-58.2553
2800402|309.4246|3.4187|175.6929|-7.5031|-20.68|39.32||||3688|3688|-3646|275|-482||-1|102.0|13.6411|-58.5644
2800404|308.4044|-3.3616|182.3899|-9.2698|-19.88|26.34||||2602|2550|-2514|-105|-411||-1|55.0|13.6874|-65.4133
2800405|310.2595|3.8889|175.3225|-6.6199|-19.91|26.72||||3502|3502|-3467|284|-404||-1|102.0|13.7326|-57.9364
2800406|310.7104|3.2991|175.9653|-6.2426|-20.91|44.00||||3688|3688|-3657|258|-401||-1|102.0|13.8044|-58.4131
2800407|311.5556|2.9064|176.4561|-5.4501|-20.97|45.34||||3850|3850|-3825|237|-366||-1|102.0|13.9210|-58.5914
2800408|312.7243|2.7145|176.7820|-4.3126|-20.00|27.93||||3053|3053|-3040|171|-230||-1|23.5|14.0711|-58.4608
2800410|312.2457|-1.5864|181.0178|-5.2664|-20.00|27.93||||3094|3094|-3081|-55|-284||-1|23.5|14.1836|-62.7086
2800411|313.6901|2.2164|177.3876|-3.4104|-20.00|27.93||||5244|5244|-5229|239|-312||-1||14.2079|-58.6447
2800412|314.8904|5.2485|174.5076|-1.8768|-19.62|23.11||||3786|3786|-3767|362|-124||-1|102.0|14.2284|-55.3889
2800413|314.3670|2.7254|176.9574|-2.6811|-20.00|27.93||||3775|3775|-3765|200|-177||-1|102.0|14.2682|-57.9444
2800414|314.4352|-2.6137|182.2784|-3.2020|-19.35|20.21||||1385|1440|-1437|-57|-80||-1|16.0|14.5351|-62.9075
2800415|318.0850|1.7872|178.3021|0.9070|-20.00|27.93||||4657|4657|-4654|138|74||-1|102.0|14.7413|-57.4000
2800416|319.3765|3.7763|176.4644|2.4056|-21.10|48.38||||5385|5385|-5370|332|226||-1|102.0|14.7775|-55.0486
2800417|319.0403|2.2575|177.9389|1.9075|-20.00|27.93||||3123|3123|-3119|112|104||-1|23.5|14.8212|-56.5597
2800418|320.4809|3.3461|177.0110|3.4554|-20.83|42.28||||5060|5060|-5044|264|305||-1|102.0|14.9144|-54.9358
2800419|318.1694|-1.7459|181.8234|0.6020|-20.00|27.93||||4291|4291|-4288|-136|45||-1|115.0|14.9568|-60.5172
2800420|321.0511|2.6418|177.7738|3.9461|-20.00|27.93||||5114|5114|-5098|198|352||-1|102.0|15.0117|-55.2864
2800421|321.7817|3.4780|177.0179|4.7606|-20.54|36.57||||2803|2803|-2790|145|233||-1|23.5|15.0384|-54.2011
2800422|318.8702|-2.1955|182.3478|1.2483|-20.00|27.93||||4359|4359|-4354|-178|95||-1|115.0|15.0694|-60.5725
2800425|319.6776|-2.4369|182.6777|2.0231|-20.00|27.93||||5003|5003|-4994|-233|177||-1|109.0|15.1801|-60.3736
2800426|322.6755|1.5038|179.0844|5.4376|-20.00|27.93||||1358|1426|-1419|23|135||-1|16.0|15.2435|-55.4483
2800427|326.0947|4.5821|176.3554|9.1534|-16.08|3.94||||494|721|-711|45|115||-1|19.0|15.3783|-51.0131
2800428|324.1428|-0.0015|180.7505|6.7313|-20.00|27.93||||1236|1384|-1375|-18|162||-1|16.0|15.4862|-55.9003
